"panelista","encuesta","nombreapp","paquete","version","fuente","categoria","malware","sistema","lanzador","fecha 2020-01","dias 2020-01","uso 2020-01","fecha 2020-02","dias 2020-02","uso 2020-02","fecha 2020-03","dias 2020-03","uso 2020-03","fecha 2020-04","dias 2020-04","uso 2020-04","fecha 2020-05","dias 2020-05","uso 2020-05","fecha 2020-06","dias 2020-06","uso 2020-06"
"11067","NJGMKTWD","sonia","com.superluckycasino.doubleup.slots.vegas.android.free","","","","","","","0","0","N/D","0","0","N/D","","23","902225","0","0","N/D","","0","","0","0","N/D"
"11067","NJGMKTWD","sonia","com.huuuge.casino.slots","","","","","","","0","0","N/D","0","0","N/D","","23","4183864","0","0","N/D","","0","","0","0","N/D"
"11070","PWRAATSX","""Blackjack""","com.clockwatchers.blackjack","""3.3""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"11093","QAKIDVRE","""Spin Day""","com.viker.spinday","""2.12.0""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","24","0","0","0","N/D","5/16/2020 1:31","15","0","0","0","N/D"
"11093","QAKIDVRE","""Scratch Day""","com.viker.scratchattack","""3.11.1""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","","24","19212","0","0","N/D","5/16/2020 1:31","15","14440","0","0","N/D"
"11093","QAKIDVRE","sonia","com.playtech.poker.sn.bet365es","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/16/2020 1:31","15","311807","0","0","N/D"
"11093","QAKIDVRE","sonia","slots.pcg.casino.games.free.android","","","","","","","0","0","N/D","0","0","N/D","","24","986998","0","0","N/D","","0","","0","0","N/D"
"11093","QAKIDVRE","sonia","com.playtech.poker.sn.bet365es","","","","","","","0","0","N/D","0","0","N/D","","24","1483475","0","0","N/D","","0","","0","0","N/D"
"11093","QAKIDVRE","sonia","com.huuuge.casino.slots","","","","","","","0","0","N/D","0","0","N/D","","24","208886","0","0","N/D","","0","","0","0","N/D"
"11097","BRLCGQHB","sonia","slots.pcg.casino.games.free.android","","","","","","","0","0","N/D","0","0","N/D","","30","180183","0","0","N/D","","0","","0","0","N/D"
"11139","UYTQKGUI","""Slotomania""","air.com.playtika.slotomania","""6.1.0""","com.android.vending","Casino","","","1"," ","25","848","2020-02-20 20:26","19","4720","0","0","N/D","","29","571","5/18/2020 16:29","17","2597","0","0","N/D"
"11159","HUXNTJWP","""Spin Day""","com.viker.spinday","""3.0.0""","com.android.vending","Casino","","","1"," ","30","0","0","0","N/D","","27","0","0","0","N/D","","0","","0","0","N/D"
"11172","SQULHDSP","""PokerStarsES""","com.pyrsoftware.pokerstars.es","""1.122.0""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 20:23","23","1506","0","0","N/D","0","0","N/D","5/14/2020 2:02","13","0","0","0","N/D"
"11190","RNHANINN","""888Poker.es""","air.com.A888pokerandroid.ES","""8.2.326""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/13/2020 9:31","12","0","0","0","N/D"
"11190","RNHANINN","""PokerStars ES""","com.pyrsoftware.pokerstars.es","""1.119.1""","com.google.android.packageinstaller","Sin categorizar","","","1","0","0","N/D","2020-02-24 16:26","23","470759","0","0","N/D","0","0","N/D","5/13/2020 9:31","12","1073199","0","0","N/D"
"11197","LRAFXQDM","""Mundo Slots""","io.socialgamesonline.mundoslots","""1.5.4""","com.android.vending","Casino","","","","0","0","N/D","2020-02-27 00:31","26","106756","","2","3338","0","0","N/D","5/13/2020 10:12","12","126823","0","0","N/D"
"11197","LRAFXQDM","""Slot.com""","io.socialgamesonline.slotcom","""1.11.6""","com.android.vending","Casino","","","","0","0","N/D","2020-02-27 00:31","26","139151","","2","674954","0","0","N/D","5/13/2020 10:12","12","0","0","0","N/D"
"11197","LRAFXQDM","""Praia Bingo""","air.com.pipastudios.release.praiabingo","""28.08""","com.android.vending","Board","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"11224","OYLPISJR","""Bingo en Casa""","es.cabmagazine.bingoencasa","""3.3.1""","com.android.vending","Casual","","","","0","0","N/D","2020-02-27 23:30","27","5444307","0","0","N/D","0","0","N/D","5/13/2020 14:53","12","165784","","29","621797"
"11265","QLSDKNKN","""bet365""","org.chromium.webapk.a90ecd198665365ac","""52""","com.android.vending","Sin categorizar","","","","0","0","N/D","0","0","N/D","","12","0","0","0","N/D","5/16/2020 2:51","15","0","0","0","N/D"
"11287","QJBLCIQG","sonia","com.youdagames.monopolypoker","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","","29","149088"
"11288","XIIQXRWL","""bet365""","com.bet365Wrapper.Bet365_Application","""5.0.12.2""","com.google.android.packageinstaller","Sports","","","1","0","0","N/D","2020-02-25 17:58","24","0","0","0","N/D","0","0","N/D","5/14/2020 23:54","14","0","0","0","N/D"
"11303","AAEPWFLD","sonia","com.pyrsoftware.pokerstars.es","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","5/17/2020 2:21","16","0","0","0","N/D"
"11354","SSQNLGKE","""Coin Dozer""","com.coin.dozer.pusher","""1.12""","com.android.vending","Casino","","","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"11354","SSQNLGKE","sonia","com.mola.playspace.android.bingo","","","","","","","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","","14","464819"
"11356","QTCJEDAW","""Com2uSPoker""","com.com2us.c2sholdem.normal.freefull.samsungapps.global.android.samsung","""1.2.7""","system","Sin categorizar","","1","1","0","0","N/D","0","0","N/D","0","0","N/D","0","0","N/D","","0","","0","0","N/D"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
